,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
537,Brazil,BRA,2021-02-14,5236943.0,5042713.0,194230.0,111737.0,240466.0,2.46,2.37,0.09,1131.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
538,Brazil,BRA,2021-02-15,5293979.0,5076110.0,217869.0,57036.0,241206.0,2.49,2.39,0.1,1135.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
539,Brazil,BRA,2021-02-16,5609937.0,5324317.0,285620.0,315958.0,255676.0,2.64,2.5,0.13,1203.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
540,Brazil,BRA,2021-02-17,5883539.0,5326007.0,557532.0,273602.0,251887.0,2.77,2.51,0.26,1185.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
541,Brazil,BRA,2021-02-18,6206680.0,5482925.0,723755.0,323141.0,257121.0,2.92,2.58,0.34,1210.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
542,Brazil,BRA,2021-02-19,6535156.0,5640483.0,894673.0,328476.0,262717.0,3.07,2.65,0.42,1236.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
543,Brazil,BRA,2021-02-20,6813168.0,5756361.0,1056807.0,278012.0,241137.0,3.21,2.71,0.5,1134.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
544,Brazil,BRA,2021-02-21,6950802.0,5817908.0,1132894.0,137634.0,244837.0,3.27,2.74,0.53,1152.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
545,Brazil,BRA,2021-02-22,7028356.0,5857080.0,1171276.0,77554.0,247768.0,3.31,2.76,0.55,1166.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
546,Brazil,BRA,2021-02-23,7297061.0,6002873.0,1294188.0,268705.0,241018.0,3.43,2.82,0.61,1134.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
547,Brazil,BRA,2021-02-24,7551676.0,6116082.0,1435594.0,254615.0,238305.0,3.55,2.88,0.68,1121.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
568,Bulgaria,BGR,2021-01-18,19638.0,18524.0,1114.0,1185.0,782.0,0.28,0.27,0.02,113.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
569,Bulgaria,BGR,2021-01-19,22226.0,19058.0,3168.0,2588.0,921.0,0.32,0.27,0.05,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
570,Bulgaria,BGR,2021-01-20,24127.0,19834.0,4293.0,1901.0,1013.0,0.35,0.29,0.06,146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
571,Bulgaria,BGR,2021-01-21,25251.0,20719.0,4532.0,1124.0,1081.0,0.36,0.3,0.07,156.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
572,Bulgaria,BGR,2021-01-22,26101.0,21496.0,4605.0,850.0,1139.0,0.38,0.31,0.07,164.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
573,Bulgaria,BGR,2021-01-23,26119.0,21509.0,4610.0,18.0,1112.0,0.38,0.31,0.07,160.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
574,Bulgaria,BGR,2021-01-24,26143.0,21533.0,4610.0,24.0,1099.0,0.38,0.31,0.07,158.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
575,Bulgaria,BGR,2021-01-25,26798.0,22129.0,4669.0,655.0,1023.0,0.39,0.32,0.07,147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
576,Bulgaria,BGR,2021-01-26,29122.0,23667.0,5455.0,2324.0,985.0,0.42,0.34,0.08,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
577,Bulgaria,BGR,2021-01-27,32917.0,25245.0,7672.0,3795.0,1256.0,0.47,0.36,0.11,181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
578,Bulgaria,BGR,2021-01-28,37636.0,26753.0,10883.0,4719.0,1769.0,0.54,0.39,0.16,255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
579,Bulgaria,BGR,2021-01-29,40805.0,27856.0,12949.0,3169.0,2101.0,0.59,0.4,0.19,302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
580,Bulgaria,BGR,2021-01-30,41020.0,27957.0,13063.0,215.0,2129.0,0.59,0.4,0.19,306.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
581,Bulgaria,BGR,2021-01-31,41125.0,28041.0,13084.0,105.0,2140.0,0.59,0.4,0.19,308.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
582,Bulgaria,BGR,2021-02-01,42634.0,28978.0,13656.0,1509.0,2262.0,0.61,0.42,0.2,326.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
583,Bulgaria,BGR,2021-02-02,45917.0,30817.0,15100.0,3283.0,2399.0,0.66,0.44,0.22,345.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
584,Bulgaria,BGR,2021-02-03,50124.0,33691.0,16433.0,4207.0,2458.0,0.72,0.48,0.24,354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
585,Bulgaria,BGR,2021-02-04,54025.0,36929.0,17096.0,3901.0,2341.0,0.78,0.53,0.25,337.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
586,Bulgaria,BGR,2021-02-05,56860.0,39468.0,17392.0,2835.0,2294.0,0.82,0.57,0.25,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
587,Bulgaria,BGR,2021-02-06,57016.0,39624.0,17392.0,156.0,2285.0,0.82,0.57,0.25,329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
588,Bulgaria,BGR,2021-02-07,57038.0,39646.0,17392.0,22.0,2273.0,0.82,0.57,0.25,327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
589,Bulgaria,BGR,2021-02-08,58888.0,41407.0,17481.0,1850.0,2322.0,0.85,0.6,0.25,334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
590,Bulgaria,BGR,2021-02-09,62428.0,44482.0,17946.0,3540.0,2359.0,0.9,0.64,0.26,340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
591,Bulgaria,BGR,2021-02-10,66163.0,47551.0,18612.0,3735.0,2291.0,0.95,0.68,0.27,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
592,Bulgaria,BGR,2021-02-11,71123.0,51435.0,19688.0,4960.0,2443.0,1.02,0.74,0.28,352.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
593,Bulgaria,BGR,2021-02-12,74694.0,54123.0,20571.0,3571.0,2548.0,1.07,0.78,0.3,367.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
594,Bulgaria,BGR,2021-02-13,75320.0,54646.0,20674.0,626.0,2615.0,1.08,0.79,0.3,376.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
595,Bulgaria,BGR,2021-02-14,75388.0,54690.0,20698.0,68.0,2621.0,1.08,0.79,0.3,377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
596,Bulgaria,BGR,2021-02-15,77436.0,56113.0,21323.0,2048.0,2650.0,1.11,0.81,0.31,381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
597,Bulgaria,BGR,2021-02-16,81338.0,58562.0,22776.0,3902.0,2701.0,1.17,0.84,0.33,389.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
598,Bulgaria,BGR,2021-02-17,85920.0,61813.0,24107.0,4582.0,2822.0,1.24,0.89,0.35,406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
599,Bulgaria,BGR,2021-02-18,90514.0,65073.0,25441.0,4594.0,2770.0,1.3,0.94,0.37,399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
600,Bulgaria,BGR,2021-02-19,104268.0,77518.0,26750.0,13754.0,4225.0,1.5,1.12,0.38,608.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
601,Bulgaria,BGR,2021-02-20,108356.0,81433.0,26923.0,4088.0,4719.0,1.56,1.17,0.39,679.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
602,Bulgaria,BGR,2021-02-21,119354.0,92381.0,26973.0,10998.0,6281.0,1.72,1.33,0.39,904.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
603,Bulgaria,BGR,2021-02-22,131063.0,103111.0,27952.0,11709.0,7661.0,1.89,1.48,0.4,1103.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
604,Bulgaria,BGR,2021-02-23,148226.0,118549.0,29677.0,17163.0,9555.0,2.13,1.71,0.43,1375.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
605,Bulgaria,BGR,2021-02-24,168462.0,136454.0,32008.0,20236.0,11792.0,2.42,1.96,0.46,1697.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
715,Cayman Islands,CYM,2021-02-10,14086.0,8912.0,5174.0,477.0,479.0,21.43,13.56,7.87,7288.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
725,Cayman Islands,CYM,2021-02-20,18159.0,10521.0,7638.0,874.0,340.0,27.63,16.01,11.62,5173.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
729,Cayman Islands,CYM,2021-02-24,20468.0,12710.0,7758.0,530.0,535.0,31.14,19.34,11.8,8141.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
750,Chile,CHL,2021-01-13,11733.0,10704.0,1029.0,1030.0,147.0,0.06,0.06,0.01,8.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
751,Chile,CHL,2021-01-14,18647.0,12822.0,5825.0,6914.0,1135.0,0.1,0.07,0.03,59.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
752,Chile,CHL,2021-01-15,22076.0,13779.0,8297.0,3429.0,1625.0,0.12,0.07,0.04,85.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
753,Chile,CHL,2021-01-16,22166.0,13802.0,8364.0,90.0,1638.0,0.12,0.07,0.04,86.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
754,Chile,CHL,2021-01-17,22166.0,13802.0,8364.0,0.0,1638.0,0.12,0.07,0.04,86.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
755,Chile,CHL,2021-01-18,33211.0,24847.0,8364.0,11045.0,3215.0,0.17,0.13,0.04,168.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
756,Chile,CHL,2021-01-19,52526.0,44160.0,8366.0,19315.0,5975.0,0.27,0.23,0.04,313.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
757,Chile,CHL,2021-01-20,61776.0,53410.0,8366.0,9250.0,7149.0,0.32,0.28,0.04,374.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
758,Chile,CHL,2021-01-21,64834.0,56468.0,8366.0,3058.0,6598.0,0.34,0.3,0.04,345.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
759,Chile,CHL,2021-01-22,65245.0,56879.0,8366.0,411.0,6167.0,0.34,0.3,0.04,323.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
760,Chile,CHL,2021-01-23,65245.0,56879.0,8366.0,0.0,6154.0,0.34,0.3,0.04,322.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
761,Chile,CHL,2021-01-24,65245.0,56879.0,8366.0,0.0,6154.0,0.34,0.3,0.04,322.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
762,Chile,CHL,2021-01-25,66662.0,56897.0,9765.0,1417.0,4779.0,0.35,0.3,0.05,250.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
763,Chile,CHL,2021-01-26,67277.0,56918.0,10359.0,615.0,2107.0,0.35,0.3,0.05,110.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
764,Chile,CHL,2021-01-27,67312.0,56919.0,10393.0,35.0,791.0,0.35,0.3,0.05,41.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
765,Chile,CHL,2021-01-28,67312.0,56919.0,10393.0,0.0,354.0,0.35,0.3,0.05,19.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
766,Chile,CHL,2021-01-29,67317.0,56919.0,10398.0,5.0,296.0,0.35,0.3,0.05,15.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
767,Chile,CHL,2021-01-30,67317.0,56919.0,10398.0,0.0,296.0,0.35,0.3,0.05,15.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
768,Chile,CHL,2021-01-31,67317.0,56919.0,10398.0,0.0,296.0,0.35,0.3,0.05,15.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
769,Chile,CHL,2021-02-01,67317.0,56919.0,10398.0,0.0,94.0,0.35,0.3,0.05,5.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
770,Chile,CHL,2021-02-02,80444.0,70040.0,10404.0,13127.0,1881.0,0.42,0.37,0.05,98.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
771,Chile,CHL,2021-02-03,250603.0,240199.0,10404.0,170159.0,26184.0,1.31,1.26,0.05,1370.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
772,Chile,CHL,2021-02-04,426336.0,413825.0,12511.0,175733.0,51289.0,2.23,2.16,0.07,2683.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
773,Chile,CHL,2021-02-05,595257.0,582076.0,13181.0,168921.0,75420.0,3.11,3.04,0.07,3945.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
774,Chile,CHL,2021-02-06,623065.0,609879.0,13186.0,27808.0,79393.0,3.26,3.19,0.07,4153.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
775,Chile,CHL,2021-02-07,631650.0,618464.0,13186.0,8585.0,80619.0,3.3,3.24,0.07,4217.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
776,Chile,CHL,2021-02-08,864251.0,839311.0,24940.0,232601.0,113848.0,4.52,4.39,0.13,5956.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
777,Chile,CHL,2021-02-09,1124902.0,1080634.0,44268.0,260651.0,149208.0,5.88,5.65,0.23,7805.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
778,Chile,CHL,2021-02-10,1404703.0,1352116.0,52587.0,279801.0,164871.0,7.35,7.07,0.28,8625.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
779,Chile,CHL,2021-02-11,1657387.0,1602176.0,55211.0,252684.0,175864.0,8.67,8.38,0.29,9200.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
780,Chile,CHL,2021-02-12,1886315.0,1830897.0,55418.0,228928.0,184437.0,9.87,9.58,0.29,9648.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
781,Chile,CHL,2021-02-13,1915824.0,1860372.0,55452.0,29509.0,184680.0,10.02,9.73,0.29,9661.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
782,Chile,CHL,2021-02-14,1920265.0,1864813.0,55452.0,4441.0,184088.0,10.05,9.76,0.29,9630.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
783,Chile,CHL,2021-02-15,2185206.0,2129754.0,55452.0,264941.0,188708.0,11.43,11.14,0.29,9872.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
784,Chile,CHL,2021-02-16,2404732.0,2349270.0,55462.0,219526.0,182833.0,12.58,12.29,0.29,9564.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
785,Chile,CHL,2021-02-17,2592194.0,2536732.0,55462.0,187462.0,169642.0,13.56,13.27,0.29,8874.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
786,Chile,CHL,2021-02-18,2746776.0,2691314.0,55462.0,154582.0,155627.0,14.37,14.08,0.29,8141.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
787,Chile,CHL,2021-02-19,2888559.0,2833097.0,55462.0,141783.0,143178.0,15.11,14.82,0.29,7490.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
788,Chile,CHL,2021-02-20,2898169.0,2842707.0,55462.0,9610.0,140335.0,15.16,14.87,0.29,7341.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
789,Chile,CHL,2021-02-21,2899331.0,2843869.0,55462.0,1162.0,139867.0,15.17,14.88,0.29,7317.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
790,Chile,CHL,2021-02-22,3007050.0,2951567.0,55483.0,107719.0,117406.0,15.73,15.44,0.29,6142.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
791,Chile,CHL,2021-02-23,3100174.0,3044651.0,55523.0,93124.0,99349.0,16.22,15.93,0.29,5197.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
792,Chile,CHL,2021-02-24,3179588.0,3123895.0,55693.0,79414.0,83913.0,16.63,16.34,0.29,4390.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
956,Croatia,HRV,2021-02-04,95505.0,59593.0,35912.0,7576.0,2573.0,2.33,1.45,0.87,627.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/u-odlukama-o-popustanju-mjera-razmotrit-ce-se-porast-slucajeva/31550
1047,Czechia,CZE,2021-01-17,121861.0,121230.0,631.0,3078.0,10297.0,1.14,1.13,0.01,962.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1048,Czechia,CZE,2021-01-18,136100.0,133680.0,2420.0,14239.0,10935.0,1.27,1.25,0.02,1021.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1049,Czechia,CZE,2021-01-19,151134.0,146024.0,5110.0,15034.0,11169.0,1.41,1.36,0.05,1043.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1050,Czechia,CZE,2021-01-20,167213.0,159485.0,7728.0,16079.0,11539.0,1.56,1.49,0.07,1078.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1051,Czechia,CZE,2021-01-21,184274.0,174832.0,9442.0,17061.0,11814.0,1.72,1.63,0.09,1103.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1052,Czechia,CZE,2021-01-22,199912.0,189441.0,10471.0,15638.0,12068.0,1.87,1.77,0.1,1127.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1053,Czechia,CZE,2021-01-23,203985.0,192657.0,11328.0,4073.0,12172.0,1.9,1.8,0.11,1137.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1054,Czechia,CZE,2021-01-24,207075.0,194888.0,12187.0,3090.0,12173.0,1.93,1.82,0.11,1137.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1055,Czechia,CZE,2021-01-25,219571.0,204462.0,15109.0,12496.0,11924.0,2.05,1.91,0.14,1113.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1056,Czechia,CZE,2021-01-26,233979.0,214924.0,19055.0,14408.0,11835.0,2.18,2.01,0.18,1105.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1057,Czechia,CZE,2021-01-27,247428.0,223899.0,23529.0,13449.0,11459.0,2.31,2.09,0.22,1070.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1058,Czechia,CZE,2021-01-28,260500.0,230907.0,29593.0,13072.0,10889.0,2.43,2.16,0.28,1017.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1059,Czechia,CZE,2021-01-29,274328.0,236986.0,37342.0,13828.0,10631.0,2.56,2.21,0.35,993.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1060,Czechia,CZE,2021-01-30,276117.0,237702.0,38415.0,1789.0,10305.0,2.58,2.22,0.36,962.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1061,Czechia,CZE,2021-01-31,277939.0,238397.0,39542.0,1822.0,10123.0,2.6,2.23,0.37,945.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1062,Czechia,CZE,2021-02-01,289456.0,242126.0,47330.0,11517.0,9984.0,2.7,2.26,0.44,932.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
